"Site","Plot","Year","mean_gw_depth","mean_gw_perc_sat","mean_gw_rdo","mean_soil_vwc","mean_soil_EC","mean_soil_temp","mean_salinity","mean_vpd","total_rain"
"CRC","TR",2022,-0.837240311073059,6.87162538527397,0.666508404680365,0.343480841042041,216.413124782392,20.0204130921804,1.28600054223744,0.555415204422037,2.85485416666667
"CRC","TR",2023,-0.561719154094828,8.43736666666667,0.818037167744253,0.422184086115302,387.47146641523,17.523123204023,1.56005445402299,0.452187210870664,1.68157291666667
"CRC","TR",2024,-0.662372829131653,11.7916121586134,1.1246412552521,0.368923614870011,308.092240021008,18.4658635329132,1.34880972514006,0.482339990225892,1.07188541666667
"CRC","TR",2025,-0.948173605225989,39.6199670462571,4.38231679908192,0.312203377968485,183.866746115819,17.9810911016949,0.683178937146893,0.437866650558823,1.24985416666667
"CRC","UP",2022,-2.66638559782609,0,0,0.258685464114659,72.6416710862017,19.6871309141002,2.42467892512077,0.552327568831878,1.63227083333333
"CRC","UP",2023,-2.5978971174569,0.262519845545977,0.0554052801724138,0.318017843646024,103.400712457346,16.6663130118534,1.47152368893678,0.452187210870664,1.68157291666667
"CRC","UP",2024,-2.2872722107438,0.215152376033058,0.0239084022038567,0.278694580044572,133.305372979081,18.2957590607782,1.773308815427,0.480029966980252,1.1400625
"CRC","UP",2025,-3.62702412367725,0.966173809523809,0.103947335207231,0.247978209701544,77.6232328869048,17.6079861111111,1.39953598710317,0.42985543576241,1.26703125
"GCW","TR",2024,-0.687158454153605,0.0225207305722139,0.00218069090454773,0.428211446074558,1136.22749094203,19.2161775362319,2.02069935344828,0.566042713111893,0
"GCW","TR",2025,-0.564742980553748,1.92078679245283,0.174457134433962,0.463504716882133,770.400499885351,18.3583882009958,2.12356565301272,0.473087920671427,0
"GCW","UP",2024,NA,29.2956550362319,3.05278667572464,NA,NA,NA,0.0186012969429348,0.566042713111893,0
"GCW","UP",2025,NA,36.9355791276042,3.90245703125,NA,NA,NA,0.0303454185709603,0.473001899159889,0
"GWI","TR",2022,-0.264910512452107,2.24842768199234,0.229441139846743,0.535174663743954,6435.23396819923,20.2994158435105,13.8982819564176,0.579449485327082,4.67028125
